id,name,signup_date,amount,active,user_uuid,score
41,user_41,2020-01-02,4951.77,True,00000000-0000-0000-0000-000000000029,51
42,user_42,2020-01-02,343.89,False,00000000-0000-0000-0000-00000000002a,39
43,user_43,2020-01-02,9093.2,True,00000000-0000-0000-0000-00000000002b,64
44,user_44,2020-01-02,2587.8,False,00000000-0000-0000-0000-00000000002c,41
45,user_45,2020-01-02,6625.22,False,00000000-0000-0000-0000-00000000002d,93
46,user_46,2020-01-02,3117.11,False,00000000-0000-0000-0000-00000000002e,67
47,user_47,2020-01-02,5200.68,True,00000000-0000-0000-0000-00000000002f,31
48,user_48,2020-01-03,5467.1,False,00000000-0000-0000-0000-000000000030,9
49,user_49,2020-01-03,1848.54,True,00000000-0000-0000-0000-000000000031,68
50,user_50,2020-01-03,9695.85,True,00000000-0000-0000-0000-000000000032,8
51,user_51,2020-01-03,7751.33,False,00000000-0000-0000-0000-000000000033,68
52,user_52,2020-01-03,9394.99,True,00000000-0000-0000-0000-000000000034,60
53,user_53,2020-01-03,8948.27,True,00000000-0000-0000-0000-000000000035,10
54,user_54,2020-01-03,5979.0,True,00000000-0000-0000-0000-000000000036,98
55,user_55,2020-01-03,9218.74,False,00000000-0000-0000-0000-000000000037,90
56,user_56,2020-01-03,884.93,True,00000000-0000-0000-0000-000000000038,67
57,user_57,2020-01-03,1959.83,True,00000000-0000-0000-0000-000000000039,73
58,user_58,2020-01-03,452.27,False,00000000-0000-0000-0000-00000000003a,96
59,user_59,2020-01-03,3253.3,False,00000000-0000-0000-0000-00000000003b,7
60,user_60,2020-01-03,3886.77,True,00000000-0000-0000-0000-00000000003c,48
61,user_61,2020-01-03,2713.49,True,00000000-0000-0000-0000-00000000003d,23
62,user_62,2020-01-03,8287.38,True,00000000-0000-0000-0000-00000000003e,32
63,user_63,2020-01-03,3567.53,True,00000000-0000-0000-0000-00000000003f,18
64,user_64,2020-01-03,2809.35,False,00000000-0000-0000-0000-000000000040,1
65,user_65,2020-01-03,5426.96,False,00000000-0000-0000-0000-000000000041,54
66,user_66,2020-01-03,1409.24,True,00000000-0000-0000-0000-000000000042,10
67,user_67,2020-01-03,8021.97,False,00000000-0000-0000-0000-000000000043,98
68,user_68,2020-01-03,745.51,True,00000000-0000-0000-0000-000000000044,16
69,user_69,2020-01-03,9868.87,False,00000000-0000-0000-0000-000000000045,41
70,user_70,2020-01-03,7722.45,False,00000000-0000-0000-0000-000000000046,60
71,user_71,2020-01-03,1987.16,True,00000000-0000-0000-0000-000000000047,2
72,user_72,2020-01-04,55.22,True,00000000-0000-0000-0000-000000000048,85
73,user_73,2020-01-04,8154.61,True,00000000-0000-0000-0000-000000000049,34
74,user_74,2020-01-04,7068.57,True,00000000-0000-0000-0000-00000000004a,84
75,user_75,2020-01-04,7290.07,False,00000000-0000-0000-0000-00000000004b,88
76,user_76,2020-01-04,7712.7,False,00000000-0000-0000-0000-00000000004c,65
77,user_77,2020-01-04,740.45,True,00000000-0000-0000-0000-00000000004d,0
78,user_78,2020-01-04,3584.66,False,00000000-0000-0000-0000-00000000004e,6
79,user_79,2020-01-04,1158.69,False,00000000-0000-0000-0000-00000000004f,19
80,user_80,2020-01-04,8631.03,True,00000000-0000-0000-0000-000000000050,42
81,user_81,2020-01-04,6232.98,True,00000000-0000-0000-0000-000000000051,5
82,user_82,2020-01-04,3308.98,False,00000000-0000-0000-0000-000000000052,54
83,user_83,2020-01-04,635.58,True,00000000-0000-0000-0000-000000000053,99
84,user_84,2020-01-04,3109.82,True,00000000-0000-0000-0000-000000000054,20
85,user_85,2020-01-04,3251.83,False,00000000-0000-0000-0000-000000000055,50
86,user_86,2020-01-04,7296.06,False,00000000-0000-0000-0000-000000000056,45
87,user_87,2020-01-04,6375.57,True,00000000-0000-0000-0000-000000000057,34
88,user_88,2020-01-04,8872.13,False,00000000-0000-0000-0000-000000000058,99
89,user_89,2020-01-04,4722.15,True,00000000-0000-0000-0000-000000000059,7
90,user_90,2020-01-04,1195.94,True,00000000-0000-0000-0000-00000000005a,67
91,user_91,2020-01-04,7132.45,False,00000000-0000-0000-0000-00000000005b,15
92,user_92,2020-01-04,7607.85,False,00000000-0000-0000-0000-00000000005c,66
93,user_93,2020-01-04,5612.77,True,00000000-0000-0000-0000-00000000005d,70
94,user_94,2020-01-04,7709.67,True,00000000-0000-0000-0000-00000000005e,63
95,user_95,2020-01-04,4937.96,True,00000000-0000-0000-0000-00000000005f,1
96,user_96,2020-01-05,5227.33,False,00000000-0000-0000-0000-000000000060,0
97,user_97,2020-01-05,4275.41,True,00000000-0000-0000-0000-000000000061,57
98,user_98,2020-01-05,254.19,False,00000000-0000-0000-0000-000000000062,0
99,user_99,2020-01-05,1078.91,True,00000000-0000-0000-0000-000000000063,6
100,user_100,2020-01-05,314.29,False,00000000-0000-0000-0000-000000000064,87
101,user_101,2020-01-05,6364.1,True,00000000-0000-0000-0000-000000000065,68
102,user_102,2020-01-05,3143.56,False,00000000-0000-0000-0000-000000000066,84
103,user_103,2020-01-05,5085.71,True,00000000-0000-0000-0000-000000000067,91
104,user_104,2020-01-05,9075.66,True,00000000-0000-0000-0000-000000000068,17
105,user_105,2020-01-05,2492.92,True,00000000-0000-0000-0000-000000000069,87
106,user_106,2020-01-05,4103.83,True,00000000-0000-0000-0000-00000000006a,31
107,user_107,2020-01-05,7555.51,False,00000000-0000-0000-0000-00000000006b,44
108,user_108,2020-01-05,2287.98,False,00000000-0000-0000-0000-00000000006c,32
109,user_109,2020-01-05,769.8,False,00000000-0000-0000-0000-00000000006d,73
110,user_110,2020-01-05,2897.51,False,00000000-0000-0000-0000-00000000006e,72
111,user_111,2020-01-05,1612.21,False,00000000-0000-0000-0000-00000000006f,48
112,user_112,2020-01-05,9296.98,True,00000000-0000-0000-0000-000000000070,32
113,user_113,2020-01-05,8081.2,False,00000000-0000-0000-0000-000000000071,96
114,user_114,2020-01-05,6334.04,False,00000000-0000-0000-0000-000000000072,70
115,user_115,2020-01-05,8714.61,False,00000000-0000-0000-0000-000000000073,67
116,user_116,2020-01-05,8036.72,False,00000000-0000-0000-0000-000000000074,27
117,user_117,2020-01-05,1865.7,True,00000000-0000-0000-0000-000000000075,86
118,user_118,2020-01-05,8925.59,True,00000000-0000-0000-0000-000000000076,52
119,user_119,2020-01-05,5393.42,True,00000000-0000-0000-0000-000000000077,95
120,user_120,2020-01-06,8074.4,True,00000000-0000-0000-0000-000000000078,43
121,user_121,2020-01-06,8960.91,False,00000000-0000-0000-0000-000000000079,79
122,user_122,2020-01-06,3180.03,False,00000000-0000-0000-0000-00000000007a,54
123,user_123,2020-01-06,1100.52,True,00000000-0000-0000-0000-00000000007b,9
124,user_124,2020-01-06,2279.35,True,00000000-0000-0000-0000-00000000007c,13
125,user_125,2020-01-06,4271.08,False,00000000-0000-0000-0000-00000000007d,35
126,user_126,2020-01-06,8180.15,False,00000000-0000-0000-0000-00000000007e,33
127,user_127,2020-01-06,8607.31,True,00000000-0000-0000-0000-00000000007f,87
128,user_128,2020-01-06,69.52,True,00000000-0000-0000-0000-000000000080,17
129,user_129,2020-01-06,5107.47,True,00000000-0000-0000-0000-000000000081,15
130,user_130,2020-01-06,4174.11,True,00000000-0000-0000-0000-000000000082,36
131,user_131,2020-01-06,2221.08,False,00000000-0000-0000-0000-000000000083,40
132,user_132,2020-01-06,1198.65,False,00000000-0000-0000-0000-000000000084,24
133,user_133,2020-01-06,3376.15,False,00000000-0000-0000-0000-000000000085,7
134,user_134,2020-01-06,9429.1,True,00000000-0000-0000-0000-000000000086,87
135,user_135,2020-01-06,3232.03,False,00000000-0000-0000-0000-000000000087,83
136,user_136,2020-01-06,5187.91,False,00000000-0000-0000-0000-000000000088,93
137,user_137,2020-01-06,7030.19,True,00000000-0000-0000-0000-000000000089,83
138,user_138,2020-01-06,3636.3,True,00000000-0000-0000-0000-00000000008a,17
139,user_139,2020-01-06,9717.82,True,00000000-0000-0000-0000-00000000008b,67
140,user_140,2020-01-06,9624.47,True,00000000-0000-0000-0000-00000000008c,47
141,user_141,2020-01-06,2517.82,True,00000000-0000-0000-0000-00000000008d,99
142,user_142,2020-01-06,4972.49,True,00000000-0000-0000-0000-00000000008e,69
143,user_143,2020-01-06,3008.78,False,00000000-0000-0000-0000-00000000008f,66
144,user_144,2020-01-07,2848.4,False,00000000-0000-0000-0000-000000000090,17
145,user_145,2020-01-07,368.87,False,00000000-0000-0000-0000-000000000091,17
146,user_146,2020-01-07,6095.64,False,00000000-0000-0000-0000-000000000092,55
147,user_147,2020-01-07,5026.79,False,00000000-0000-0000-0000-000000000093,22
148,user_148,2020-01-07,514.79,False,00000000-0000-0000-0000-000000000094,34
149,user_149,2020-01-07,2786.46,True,00000000-0000-0000-0000-000000000095,5
150,user_150,2020-01-07,9082.66,True,00000000-0000-0000-0000-000000000096,25
151,user_151,2020-01-07,2395.62,True,00000000-0000-0000-0000-000000000097,84
152,user_152,2020-01-07,1448.95,False,00000000-0000-0000-0000-000000000098,60
153,user_153,2020-01-07,4894.53,False,00000000-0000-0000-0000-000000000099,87
154,user_154,2020-01-07,9856.5,True,00000000-0000-0000-0000-00000000009a,14
155,user_155,2020-01-07,2420.55,True,00000000-0000-0000-0000-00000000009b,90
156,user_156,2020-01-07,6721.36,True,00000000-0000-0000-0000-00000000009c,31
157,user_157,2020-01-07,7616.2,True,00000000-0000-0000-0000-00000000009d,11
158,user_158,2020-01-07,2376.38,True,00000000-0000-0000-0000-00000000009e,4
159,user_159,2020-01-07,7282.16,False,00000000-0000-0000-0000-00000000009f,63
160,user_160,2020-01-07,3677.83,False,00000000-0000-0000-0000-0000000000a0,70
161,user_161,2020-01-07,6323.06,False,00000000-0000-0000-0000-0000000000a1,85
162,user_162,2020-01-07,6335.3,True,00000000-0000-0000-0000-0000000000a2,26
163,user_163,2020-01-07,5357.75,False,00000000-0000-0000-0000-0000000000a3,78
164,user_164,2020-01-07,902.9,True,00000000-0000-0000-0000-0000000000a4,44
165,user_165,2020-01-07,8353.02,False,00000000-0000-0000-0000-0000000000a5,34
166,user_166,2020-01-07,3207.8,True,00000000-0000-0000-0000-0000000000a6,25
167,user_167,2020-01-07,1865.19,True,00000000-0000-0000-0000-0000000000a7,22
168,user_168,2020-01-08,407.75,False,00000000-0000-0000-0000-0000000000a8,12
169,user_169,2020-01-08,5908.93,False,00000000-0000-0000-0000-0000000000a9,89
170,user_170,2020-01-08,6775.64,False,00000000-0000-0000-0000-0000000000aa,2
171,user_171,2020-01-08,165.88,False,00000000-0000-0000-0000-0000000000ab,28
172,user_172,2020-01-08,5120.93,False,00000000-0000-0000-0000-0000000000ac,65
173,user_173,2020-01-08,2264.96,True,00000000-0000-0000-0000-0000000000ad,63
174,user_174,2020-01-08,6451.73,False,00000000-0000-0000-0000-0000000000ae,27
175,user_175,2020-01-08,1743.66,False,00000000-0000-0000-0000-0000000000af,86
176,user_176,2020-01-08,6909.38,True,00000000-0000-0000-0000-0000000000b0,35
177,user_177,2020-01-08,3867.35,False,00000000-0000-0000-0000-0000000000b1,5
178,user_178,2020-01-08,9367.3,True,00000000-0000-0000-0000-0000000000b2,10
179,user_179,2020-01-08,1375.21,False,00000000-0000-0000-0000-0000000000b3,37
180,user_180,2020-01-08,3410.66,False,00000000-0000-0000-0000-0000000000b4,33
181,user_181,2020-01-08,1134.74,True,00000000-0000-0000-0000-0000000000b5,80
182,user_182,2020-01-08,9246.94,False,00000000-0000-0000-0000-0000000000b6,66
183,user_183,2020-01-08,8773.39,False,00000000-0000-0000-0000-0000000000b7,45
184,user_184,2020-01-08,2579.42,False,00000000-0000-0000-0000-0000000000b8,97
185,user_185,2020-01-08,6599.84,False,00000000-0000-0000-0000-0000000000b9,85
186,user_186,2020-01-08,8172.22,True,00000000-0000-0000-0000-0000000000ba,28
187,user_187,2020-01-08,5552.01,True,00000000-0000-0000-0000-0000000000bb,59
188,user_188,2020-01-08,5296.51,False,00000000-0000-0000-0000-0000000000bc,53
189,user_189,2020-01-08,2418.52,False,00000000-0000-0000-0000-0000000000bd,92
190,user_190,2020-01-08,931.03,True,00000000-0000-0000-0000-0000000000be,68
191,user_191,2020-01-08,8972.16,True,00000000-0000-0000-0000-0000000000bf,73
192,user_192,2020-01-09,9004.18,False,00000000-0000-0000-0000-0000000000c0,73
193,user_193,2020-01-09,6331.01,True,00000000-0000-0000-0000-0000000000c1,8
194,user_194,2020-01-09,3390.3,True,00000000-0000-0000-0000-0000000000c2,84
195,user_195,2020-01-09,3492.1,True,00000000-0000-0000-0000-0000000000c3,76
196,user_196,2020-01-09,7259.56,True,00000000-0000-0000-0000-0000000000c4,9
197,user_197,2020-01-09,8971.1,False,00000000-0000-0000-0000-0000000000c5,74
198,user_198,2020-01-09,8870.86,True,00000000-0000-0000-0000-0000000000c6,67
199,user_199,2020-01-09,7798.76,False,00000000-0000-0000-0000-0000000000c7,57
200,user_200,2020-01-09,6420.32,False,00000000-0000-0000-0000-0000000000c8,94
201,user_201,2020-01-09,841.4,True,00000000-0000-0000-0000-0000000000c9,51
202,user_202,2020-01-09,1616.29,False,00000000-0000-0000-0000-0000000000ca,33
203,user_203,2020-01-09,8985.54,False,00000000-0000-0000-0000-0000000000cb,34
204,user_204,2020-01-09,6064.29,True,00000000-0000-0000-0000-0000000000cc,32
205,user_205,2020-01-09,91.97,True,00000000-0000-0000-0000-0000000000cd,71
206,user_206,2020-01-09,1014.72,True,00000000-0000-0000-0000-0000000000ce,31
207,user_207,2020-01-09,6635.02,False,00000000-0000-0000-0000-0000000000cf,54
208,user_208,2020-01-09,50.62,False,00000000-0000-0000-0000-0000000000d0,96
209,user_209,2020-01-09,1608.08,False,00000000-0000-0000-0000-0000000000d1,7
210,user_210,2020-01-09,5487.34,False,00000000-0000-0000-0000-0000000000d2,45
211,user_211,2020-01-09,6918.95,True,00000000-0000-0000-0000-0000000000d3,13
212,user_212,2020-01-09,6519.61,False,00000000-0000-0000-0000-0000000000d4,97
213,user_213,2020-01-09,2242.69,True,00000000-0000-0000-0000-0000000000d5,7
214,user_214,2020-01-09,7121.79,True,00000000-0000-0000-0000-0000000000d6,70
215,user_215,2020-01-09,2372.49,True,00000000-0000-0000-0000-0000000000d7,76
216,user_216,2020-01-10,3254.0,True,00000000-0000-0000-0000-0000000000d8,53
217,user_217,2020-01-10,7464.91,False,00000000-0000-0000-0000-0000000000d9,20
218,user_218,2020-01-10,6496.33,True,00000000-0000-0000-0000-0000000000da,95
219,user_219,2020-01-10,8492.23,False,00000000-0000-0000-0000-0000000000db,74
220,user_220,2020-01-10,6576.13,True,00000000-0000-0000-0000-0000000000dc,13
221,user_221,2020-01-10,5683.09,True,00000000-0000-0000-0000-0000000000dd,74
222,user_222,2020-01-10,936.75,True,00000000-0000-0000-0000-0000000000de,1
223,user_223,2020-01-10,3677.16,False,00000000-0000-0000-0000-0000000000df,97
224,user_224,2020-01-10,2652.02,True,00000000-0000-0000-0000-0000000000e0,60
225,user_225,2020-01-10,2439.9,True,00000000-0000-0000-0000-0000000000e1,16
226,user_226,2020-01-10,9730.11,True,00000000-0000-0000-0000-0000000000e2,77
227,user_227,2020-01-10,3930.98,True,00000000-0000-0000-0000-0000000000e3,88
228,user_228,2020-01-10,8920.47,False,00000000-0000-0000-0000-0000000000e4,47
229,user_229,2020-01-10,6311.39,False,00000000-0000-0000-0000-0000000000e5,90
230,user_230,2020-01-10,7948.11,True,00000000-0000-0000-0000-0000000000e6,7
231,user_231,2020-01-10,5026.37,True,00000000-0000-0000-0000-0000000000e7,55
232,user_232,2020-01-10,5769.04,False,00000000-0000-0000-0000-0000000000e8,16
233,user_233,2020-01-10,4925.18,False,00000000-0000-0000-0000-0000000000e9,68
234,user_234,2020-01-10,1952.43,False,00000000-0000-0000-0000-0000000000ea,11
235,user_235,2020-01-10,7224.52,True,00000000-0000-0000-0000-0000000000eb,37
236,user_236,2020-01-10,2807.72,False,00000000-0000-0000-0000-0000000000ec,17
237,user_237,2020-01-10,243.16,True,00000000-0000-0000-0000-0000000000ed,25
238,user_238,2020-01-10,6454.72,False,00000000-0000-0000-0000-0000000000ee,94
239,user_239,2020-01-10,1771.11,False,00000000-0000-0000-0000-0000000000ef,36
240,user_240,2020-01-11,9404.59,True,00000000-0000-0000-0000-0000000000f0,69
241,user_241,2020-01-11,9539.29,False,00000000-0000-0000-0000-0000000000f1,40
242,user_242,2020-01-11,9148.64,True,00000000-0000-0000-0000-0000000000f2,78
243,user_243,2020-01-11,3701.59,False,00000000-0000-0000-0000-0000000000f3,41
244,user_244,2020-01-11,154.57,True,00000000-0000-0000-0000-0000000000f4,89
245,user_245,2020-01-11,9283.19,False,00000000-0000-0000-0000-0000000000f5,75
246,user_246,2020-01-11,4281.84,False,00000000-0000-0000-0000-0000000000f6,40
247,user_247,2020-01-11,9666.55,True,00000000-0000-0000-0000-0000000000f7,46
248,user_248,2020-01-11,9636.2,True,00000000-0000-0000-0000-0000000000f8,13
249,user_249,2020-01-11,8530.09,True,00000000-0000-0000-0000-0000000000f9,0
250,user_250,2020-01-11,2944.49,True,00000000-0000-0000-0000-0000000000fa,16
251,user_251,2020-01-11,3850.98,False,00000000-0000-0000-0000-0000000000fb,96
252,user_252,2020-01-11,8511.37,False,00000000-0000-0000-0000-0000000000fc,54
253,user_253,2020-01-11,3169.22,False,00000000-0000-0000-0000-0000000000fd,92
254,user_254,2020-01-11,1694.93,False,00000000-0000-0000-0000-0000000000fe,52
255,user_255,2020-01-11,5568.01,False,00000000-0000-0000-0000-0000000000ff,30
256,user_256,2020-01-11,9361.55,False,00000000-0000-0000-0000-000000000100,61
257,user_257,2020-01-11,6960.3,True,00000000-0000-0000-0000-000000000101,7
258,user_258,2020-01-11,5700.61,False,00000000-0000-0000-0000-000000000102,29
259,user_259,2020-01-11,971.76,False,00000000-0000-0000-0000-000000000103,76
260,user_260,2020-01-11,6150.07,True,00000000-0000-0000-0000-000000000104,79
261,user_261,2020-01-11,9900.54,False,00000000-0000-0000-0000-000000000105,65
262,user_262,2020-01-11,1400.84,False,00000000-0000-0000-0000-000000000106,44
263,user_263,2020-01-11,5183.3,False,00000000-0000-0000-0000-000000000107,17
264,user_264,2020-01-12,8773.73,True,00000000-0000-0000-0000-000000000108,98
265,user_265,2020-01-12,7407.69,True,00000000-0000-0000-0000-000000000109,44
266,user_266,2020-01-12,6970.16,False,00000000-0000-0000-0000-00000000010a,18
267,user_267,2020-01-12,7024.84,True,00000000-0000-0000-0000-00000000010b,76
268,user_268,2020-01-12,3594.91,False,00000000-0000-0000-0000-00000000010c,67
269,user_269,2020-01-12,2935.92,False,00000000-0000-0000-0000-00000000010d,82
270,user_270,2020-01-12,8093.61,False,00000000-0000-0000-0000-00000000010e,49
271,user_271,2020-01-12,8101.13,True,00000000-0000-0000-0000-00000000010f,24
272,user_272,2020-01-12,8670.72,False,00000000-0000-0000-0000-000000000110,37
273,user_273,2020-01-12,9132.41,False,00000000-0000-0000-0000-000000000111,94
274,user_274,2020-01-12,5113.42,False,00000000-0000-0000-0000-000000000112,35
275,user_275,2020-01-12,5015.16,False,00000000-0000-0000-0000-000000000113,67
276,user_276,2020-01-12,7982.95,False,00000000-0000-0000-0000-000000000114,55
277,user_277,2020-01-12,6499.64,True,00000000-0000-0000-0000-000000000115,38
278,user_278,2020-01-12,7019.67,False,00000000-0000-0000-0000-000000000116,62
279,user_279,2020-01-12,7957.93,True,00000000-0000-0000-0000-000000000117,6
280,user_280,2020-01-12,8900.05,False,00000000-0000-0000-0000-000000000118,57
281,user_281,2020-01-12,3379.95,True,00000000-0000-0000-0000-000000000119,79
282,user_282,2020-01-12,3755.83,False,00000000-0000-0000-0000-00000000011a,58
283,user_283,2020-01-12,939.82,False,00000000-0000-0000-0000-00000000011b,47
284,user_284,2020-01-12,5782.8,True,00000000-0000-0000-0000-00000000011c,4
285,user_285,2020-01-12,359.42,True,00000000-0000-0000-0000-00000000011d,86
286,user_286,2020-01-12,4655.98,False,00000000-0000-0000-0000-00000000011e,35
287,user_287,2020-01-12,5426.45,True,00000000-0000-0000-0000-00000000011f,95
288,user_288,2020-01-13,2865.41,True,00000000-0000-0000-0000-000000000120,87
289,user_289,2020-01-13,5908.33,False,00000000-0000-0000-0000-000000000121,24
290,user_290,2020-01-13,305.0,False,00000000-0000-0000-0000-000000000122,44
291,user_291,2020-01-13,373.48,False,00000000-0000-0000-0000-000000000123,91
292,user_292,2020-01-13,8226.01,False,00000000-0000-0000-0000-000000000124,18
293,user_293,2020-01-13,3601.91,False,00000000-0000-0000-0000-000000000125,6
294,user_294,2020-01-13,1270.61,True,00000000-0000-0000-0000-000000000126,57
295,user_295,2020-01-13,5222.43,False,00000000-0000-0000-0000-000000000127,80
296,user_296,2020-01-13,7699.94,True,00000000-0000-0000-0000-000000000128,65
297,user_297,2020-01-13,2158.21,False,00000000-0000-0000-0000-000000000129,79
298,user_298,2020-01-13,6228.9,False,00000000-0000-0000-0000-00000000012a,38
299,user_299,2020-01-13,853.47,True,00000000-0000-0000-0000-00000000012b,17
300,user_300,2020-01-13,516.82,False,00000000-0000-0000-0000-00000000012c,0
301,user_301,2020-01-13,5313.55,True,00000000-0000-0000-0000-00000000012d,62
302,user_302,2020-01-13,5406.35,True,00000000-0000-0000-0000-00000000012e,2
303,user_303,2020-01-13,6374.3,True,00000000-0000-0000-0000-00000000012f,20
304,user_304,2020-01-13,7260.91,False,00000000-0000-0000-0000-000000000130,29
305,user_305,2020-01-13,9758.52,False,00000000-0000-0000-0000-000000000131,10
306,user_306,2020-01-13,5163.0,False,00000000-0000-0000-0000-000000000132,21
307,user_307,2020-01-13,3229.56,False,00000000-0000-0000-0000-000000000133,56
308,user_308,2020-01-13,7951.86,False,00000000-0000-0000-0000-000000000134,88
309,user_309,2020-01-13,2708.32,False,00000000-0000-0000-0000-000000000135,2
310,user_310,2020-01-13,4389.71,True,00000000-0000-0000-0000-000000000136,29
311,user_311,2020-01-13,784.56,False,00000000-0000-0000-0000-000000000137,87
312,user_312,2020-01-14,253.51,False,00000000-0000-0000-0000-000000000138,44
313,user_313,2020-01-14,9626.48,False,00000000-0000-0000-0000-000000000139,35
314,user_314,2020-01-14,8359.8,False,00000000-0000-0000-0000-00000000013a,86
315,user_315,2020-01-14,6959.74,True,00000000-0000-0000-0000-00000000013b,71
316,user_316,2020-01-14,4089.53,True,00000000-0000-0000-0000-00000000013c,63
317,user_317,2020-01-14,1732.94,True,00000000-0000-0000-0000-00000000013d,53
318,user_318,2020-01-14,1564.37,True,00000000-0000-0000-0000-00000000013e,67
319,user_319,2020-01-14,2502.43,True,00000000-0000-0000-0000-00000000013f,49
320,user_320,2020-01-14,5492.27,False,00000000-0000-0000-0000-000000000140,30
321,user_321,2020-01-14,7145.96,True,00000000-0000-0000-0000-000000000141,28
322,user_322,2020-01-14,6601.97,True,00000000-0000-0000-0000-000000000142,58
323,user_323,2020-01-14,2799.34,False,00000000-0000-0000-0000-000000000143,35
324,user_324,2020-01-14,9548.65,False,00000000-0000-0000-0000-000000000144,76
325,user_325,2020-01-14,7378.97,True,00000000-0000-0000-0000-000000000145,72
326,user_326,2020-01-14,5543.54,False,00000000-0000-0000-0000-000000000146,84
327,user_327,2020-01-14,6117.21,False,00000000-0000-0000-0000-000000000147,66
328,user_328,2020-01-14,4196.0,True,00000000-0000-0000-0000-000000000148,88
329,user_329,2020-01-14,2477.31,False,00000000-0000-0000-0000-000000000149,88
330,user_330,2020-01-14,3559.73,True,00000000-0000-0000-0000-00000000014a,75
331,user_331,2020-01-14,7578.46,True,00000000-0000-0000-0000-00000000014b,92
332,user_332,2020-01-14,143.93,False,00000000-0000-0000-0000-00000000014c,10
333,user_333,2020-01-14,1160.73,True,00000000-0000-0000-0000-00000000014d,10
334,user_334,2020-01-14,460.03,True,00000000-0000-0000-0000-00000000014e,25
335,user_335,2020-01-14,407.29,False,00000000-0000-0000-0000-00000000014f,52
336,user_336,2020-01-15,8554.61,False,00000000-0000-0000-0000-000000000150,13
337,user_337,2020-01-15,7036.58,False,00000000-0000-0000-0000-000000000151,63
338,user_338,2020-01-15,4741.74,False,00000000-0000-0000-0000-000000000152,79
339,user_339,2020-01-15,978.34,True,00000000-0000-0000-0000-000000000153,9
340,user_340,2020-01-15,4916.16,False,00000000-0000-0000-0000-000000000154,30
341,user_341,2020-01-15,4734.72,False,00000000-0000-0000-0000-000000000155,94
342,user_342,2020-01-15,1732.02,True,00000000-0000-0000-0000-000000000156,35
